Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Score	Tags
13879	Channel 1	1	58933.4	58935.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	433.4	0.3	narw
13880	Channel 1	2	58935.6	58937.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	435.6	0.54	narw
13881	Channel 1	2	58946	58948.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	446	0.45	narw
13882	Channel 1	3	58948.8	58950.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	448.8	0.38	narw
13883	Channel 1	3	58949.4	58951.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	449.4	0.52	narw
13884	Channel 1	3	58949.9	58951.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	449.9	0.3	narw
13885	Channel 1	4	58951.1	58953.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	451.1	0.31	narw
13886	Channel 1	4	58953.3	58955.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	453.3	0.12	narw
13887	Channel 1	4	58956.8	58958.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	456.8	0.33	narw
13888	Channel 1	3	58958.7	58960.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	458.7	0.41	narw
13889	Channel 1	4	58972.2	58974.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	472.2	0.06	narw
13890	Channel 1	4	58989.4	58991.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	489.4	0.13	narw
13891	Channel 1	2	58989.8	58991.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	489.8	0.28	narw
13892	Channel 1	1	59000.9	59002.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	500.9	0.46	narw
13893	Channel 1	3	59002.4	59004.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	502.4	0.23	narw
13894	Channel 1	5	59003.1	59005.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	503.1	0.15	narw
13895	Channel 1	3	59003.3	59005.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	503.3	0.46	narw
13896	Channel 1	1	59003.5	59005.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	503.5	0.13	narw
13897	Channel 1	1	59003.8	59005.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	503.8	0.13	narw
13898	Channel 1	4	59004.5	59006.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	504.5	0.02	narw
13899	Channel 1	2	59004.6	59006.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	504.6	0.28	narw
13900	Channel 1	2	59004.8	59006.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	504.8	0.36	narw
13901	Channel 1	3	59007.4	59009.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	507.4	0.28	narw
13902	Channel 1	3	59009.9	59012.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	509.9	0.13	narw
13903	Channel 1	3	59012	59014.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	512	0.14	narw
13904	Channel 1	3	59023.4	59024.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	523.4	0.32	narw
13905	Channel 1	5	59023.5	59025.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	523.5	0.52	narw
13906	Channel 1	4	59026.1	59028.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	526.1	0.14	narw
13907	Channel 1	4	59026.4	59028.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	526.4	0.36	narw
13908	Channel 1	3	59029.2	59031.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	529.2	0.15	narw
13909	Channel 1	1	59029.4	59031.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	529.4	0.07	narw
13910	Channel 1	3	59029.5	59031.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	529.5	0.41	narw
13911	Channel 1	3	59029.8	59031.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	529.8	0.14	narw
13912	Channel 1	3	59030.9	59033.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	530.9	0.11	narw
13913	Channel 1	3	59031.2	59033.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	531.2	0.25	narw
13914	Channel 1	3	59031.5	59033.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	531.5	0.19	narw
13915	Channel 1	3	59034.7	59036.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	534.7	0.28	narw
13916	Channel 1	3	59035.1	59037.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	535.1	0.14	narw
13917	Channel 1	3	59035.3	59037.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	535.3	0.04	narw
13918	Channel 1	3	59043.1	59045.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	543.1	0.09	narw
13919	Channel 1	3	59044.4	59045.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	544.4	0.44	narw
13920	Channel 1	3	59045	59047.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	545	0.55	narw
13921	Channel 1	3	59046.9	59048.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	546.9	0.16	narw
13922	Channel 1	3	59056.8	59058.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	556.8	0.17	narw
13923	Channel 1	3	59058.5	59060.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	558.5	0.32	narw
13924	Channel 1	3	59058.8	59060.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	558.8	0.43	narw
13925	Channel 1	3	59059.1	59061.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	559.1	0.11	narw
13926	Channel 1	3	59060.8	59062.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	560.8	0.1	narw
13927	Channel 1	3	59062.9	59064.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	562.9	0.14	narw
13928	Channel 1	3	59063.2	59065.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	563.2	0.07	narw
13929	Channel 1	4	59065.8	59067.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	565.8	0.6	narw
13930	Channel 1	3	59070.5	59072.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	570.5	0.18	narw
13931	Channel 1	3	59070.7	59072.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	570.7	0.07	narw
13932	Channel 1	5	59070.9	59071.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	570.9	0.73	narw
13933	Channel 1	3	59077.2	59079.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	577.2	0.35	narw
13934	Channel 1	4	59077.4	59079.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	577.4	0.07	narw
13935	Channel 1	3	59077.8	59079.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	577.8	0.47	narw
13936	Channel 1	4	59078.3	59080.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	578.3	0.32	narw
13937	Channel 1	5	59084.2	59086.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	584.2	0.3	narw
13938	Channel 1	5	59084.8	59086.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	584.8	0.14	narw
13939	Channel 1	5	59085	59087.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	585	0.16	narw
13940	Channel 1	3	59085.4	59087.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	585.4	0.09	narw
13941	Channel 1	3	59086.2	59087.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	586.2	0.59	narw
13942	Channel 1	3	59086.9	59088.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	586.9	0.45	narw
13943	Channel 1	2	59087.7	59089.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	587.7	0.23	narw
13944	Channel 1	3	59088.6	59089.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	588.6	0.41	narw
13945	Channel 1	5	59091.9	59092.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	591.9	0.99	narw
13946	Channel 1	3	59092.1	59094.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	592.1	0.45	narw
13947	Channel 1	3	59094	59096.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	594	0.29	narw
13948	Channel 1	4	59095.4	59097.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	595.4	0.08	narw
13949	Channel 1	1	59095.8	59096.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	595.8	0.77	narw
13950	Channel 1	5	59097.2	59099.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	597.2	0.17	narw
13951	Channel 1	5	59100	59101.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	600	0.12	narw
13952	Channel 1	5	59100.6	59102.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	600.6	0.48	narw
13953	Channel 1	3	59106.6	59108.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	606.6	0	narw
13954	Channel 1	3	59112	59114.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	612	0.01	narw
13955	Channel 1	5	59112.4	59114.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	612.4	0.28	narw
13956	Channel 1	5	59112.7	59114.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	612.7	0.53	narw
13957	Channel 1	5	59113.3	59115.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	613.3	0.17	narw
13958	Channel 1	3	59114.7	59116.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	614.7	0.11	narw
13959	Channel 1	3	59116.1	59118.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	616.1	0.12	narw
13960	Channel 1	3	59116.4	59118.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	616.4	0.04	narw
13961	Channel 1	1	59118.4	59120.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	618.4	0.52	narw
13962	Channel 1	1	59118.7	59120.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	618.7	0.29	narw
13963	Channel 1	1	59119.3	59121.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	619.3	0.28	narw
13964	Channel 1	5	59120.6	59122.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	620.6	0.48	narw
13965	Channel 1	5	59120.9	59122.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	620.9	0.33	narw
13966	Channel 1	3	59121	59122.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	621	0.34	narw
13967	Channel 1	5	59121.2	59123.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	621.2	0.47	narw
13968	Channel 1	3	59121.8	59123.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	621.8	0.21	narw
13969	Channel 1	3	59127	59129.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	627	0.03	narw
13970	Channel 1	3	59127.3	59129.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	627.3	0.32	narw
13971	Channel 1	1	59127.5	59129.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	627.5	0.4	narw
13972	Channel 1	3	59129.5	59131.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	629.5	0.23	narw
13973	Channel 1	3	59129.8	59131.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	629.8	0.48	narw
13974	Channel 1	3	59131.3	59133.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	631.3	0.43	narw
13975	Channel 1	5	59132.5	59134.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	632.5	0.11	narw
13976	Channel 1	1	59133.8	59135.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	633.8	0.19	narw
13977	Channel 1	1	59134.1	59136.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	634.1	0.17	narw
13978	Channel 1	1	59134.4	59136.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	634.4	0.03	narw
13979	Channel 1	3	59139.5	59140.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	639.5	0.68	narw
13980	Channel 1	1	59139.6	59141.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	639.6	0.57	narw
13981	Channel 1	3	59139.8	59141.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	639.8	0	narw
13982	Channel 1	1	59139.8	59141.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	639.8	0.4	narw
13983	Channel 1	3	59140.1	59142.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	640.1	0.01	narw
13984	Channel 1	3	59140.8	59142.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	640.8	0.23	narw
13985	Channel 1	3	59141	59143.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	641	0.24	narw
13986	Channel 1	2	59143.8	59145.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	643.8	0.38	narw
13987	Channel 1	3	59144	59145.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	644	0.3	narw
13988	Channel 1	3	59144.5	59146.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	644.5	0.5	narw
13989	Channel 1	2	59144.7	59146.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	644.7	0.33	narw
13990	Channel 1	3	59146.4	59148.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	646.4	0.34	narw
13991	Channel 1	3	59148.1	59150.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	648.1	0.17	narw
13992	Channel 1	5	59149.1	59151.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	649.1	0.16	narw
13993	Channel 1	5	59149.7	59151.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	649.7	0.08	narw
13994	Channel 1	1	59150.8	59152.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	650.8	0.11	narw
13995	Channel 1	2	59153.3	59155.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	653.3	0.18	narw
13996	Channel 1	2	59153.8	59155.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	653.8	0.37	narw
13997	Channel 1	1	59153.8	59155.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	653.8	0.07	narw
13998	Channel 1	2	59154	59156.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	654	0.13	narw
13999	Channel 1	5	59154.3	59156.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	654.3	0.09	narw
14000	Channel 1	2	59155.8	59157.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	655.8	0.28	narw
14001	Channel 1	3	59163	59165.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	663	0.15	narw
14002	Channel 1	3	59163.3	59165.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	663.3	0.18	narw
14003	Channel 1	3	59164.2	59166.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	664.2	0.26	narw
14004	Channel 1	2	59173.6	59175.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	673.6	0.02	narw
14005	Channel 1	5	59173.8	59175.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	673.8	0.24	narw
14006	Channel 1	2	59173.9	59175.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	673.9	0.39	narw
14007	Channel 1	2	59174.5	59176.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	674.5	0.2	narw
14008	Channel 1	1	59174.9	59177.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	674.9	0.52	narw
14009	Channel 1	1	59175.1	59177.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	675.1	0.37	narw
14010	Channel 1	3	59176.7	59178.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	676.7	0.37	narw
14011	Channel 1	3	59177.3	59179.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	677.3	0.07	narw
14012	Channel 1	2	59177.3	59179.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	677.3	0	narw
14013	Channel 1	2	59177.6	59179.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	677.6	0.27	narw
14014	Channel 1	2	59177.8	59179.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	677.8	0.02	narw
14015	Channel 1	3	59179.3	59181.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	679.3	0.14	narw
14016	Channel 1	1	59179.9	59181.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	679.9	0.5	narw
14017	Channel 1	1	59180.1	59182.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	680.1	0.06	narw
14018	Channel 1	3	59180.9	59183.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	680.9	0.06	narw
14019	Channel 1	3	59186.4	59187.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	686.4	0.31	narw
14020	Channel 1	1	59186.6	59188.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	686.6	0.29	narw
14021	Channel 1	3	59186.7	59188.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	686.7	0.16	narw
14022	Channel 1	3	59188.2	59189.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	688.2	0.34	narw
14023	Channel 1	3	59188.6	59190.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	688.6	0.4	narw
14024	Channel 1	3	59194.6	59196.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	694.6	0.57	narw
14025	Channel 1	3	59195.9	59196.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	695.9	0.34	narw
14026	Channel 1	3	59196.2	59198.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	696.2	0.27	narw
14027	Channel 1	3	59196.5	59198.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	696.5	0.13	narw
14028	Channel 1	1	59196.6	59198.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	696.6	0.07	narw
14029	Channel 1	3	59196.8	59198.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	696.8	0.11	narw
14030	Channel 1	1	59197.1	59199.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	697.1	0.25	narw
14031	Channel 1	3	59197.4	59199.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	697.4	0.16	narw
14032	Channel 1	1	59197.4	59199.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	697.4	0.71	narw
14033	Channel 1	3	59198.3	59200.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	698.3	0.46	narw
14034	Channel 1	1	59200.8	59202.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	700.8	0.03	narw
14035	Channel 1	3	59201.5	59203.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	701.5	0.35	narw
14036	Channel 1	5	59202	59203.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	702	0.25	narw
14037	Channel 1	5	59202.3	59204.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	702.3	0.15	narw
14038	Channel 1	3	59202.3	59204.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	702.3	0.09	narw
14039	Channel 1	5	59202.6	59204.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	702.6	0.46	narw
14040	Channel 1	3	59203.4	59205.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	703.4	0.16	narw
14041	Channel 1	5	59203.4	59205.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	703.4	0.33	narw
14042	Channel 1	3	59204	59206.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	704	0.04	narw
14043	Channel 1	3	59204.2	59206.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	704.2	0.29	narw
14044	Channel 1	3	59207.1	59209.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	707.1	0.23	narw
14045	Channel 1	3	59207.3	59209.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	707.3	0.42	narw
14046	Channel 1	3	59207.7	59209.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	707.7	0.16	narw
14047	Channel 1	2	59207.8	59209.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	707.8	0.09	narw
14048	Channel 1	2	59208	59210.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	708	0.24	narw
14049	Channel 1	3	59208	59210.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	708	0.02	narw
14050	Channel 1	3	59212.6	59214.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	712.6	0.41	narw
14051	Channel 1	3	59213.4	59215.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	713.4	0.16	narw
14052	Channel 1	3	59216.2	59218.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	716.2	0.11	narw
14053	Channel 1	3	59216.8	59218.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	716.8	0.05	narw
14054	Channel 1	2	59218.5	59220.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	718.5	0.3	narw
14055	Channel 1	3	59218.7	59220.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	718.7	0.1	narw
14056	Channel 1	3	59221.5	59223.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	721.5	0.44	narw
14057	Channel 1	3	59222	59223.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	722	0.28	narw
14058	Channel 1	5	59222.5	59224.6995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	722.5	0.42	narw
14059	Channel 1	5	59222.8	59224.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	722.8	0.63	narw
14060	Channel 1	4	59227.7	59229.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	727.7	0.08	narw
14061	Channel 1	3	59228.1	59230.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	728.1	0.21	narw
14062	Channel 1	3	59232.1	59234.2995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	732.1	0.19	narw
14063	Channel 1	2	59236.8	59238.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	736.8	0.54	narw
14064	Channel 1	3	59237	59239.1995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	737	0.04	narw
14065	Channel 1	2	59237.5	59239.4995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	737.5	0.19	narw
14066	Channel 1	3	59237.7	59239.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	737.7	0.11	narw
14067	Channel 1	5	59238.7	59240.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	738.7	0.32	narw
14068	Channel 1	5	59239	59241.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	739	0.53	narw
14069	Channel 1	3	59239.6	59241.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	739.6	0.56	narw
14070	Channel 1	2	59239.6	59241.7995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	739.6	0.34	narw
14071	Channel 1	3	59241.9	59243.8995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	741.9	0.3	narw
14072	Channel 1	3	59244.9	59247.0995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	744.9	0.2	narw
14073	Channel 1	3	59245.2	59247.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	745.2	0.15	narw
14074	Channel 1	3	59256.4	59258.5995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	756.4	0.04	narw
14075	Channel 1	5	59258.6	59260.3995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	758.6	0.64	narw
14076	Channel 1	5	59258.8	59260.9995	50	400	85941ORSUCCB01_002K_M05_multi_20190220_161500Z.flac	758.8	0.66	narw
